,id,url,user,date,content,retweet,like,reply,place,coordinates,lang,media,source,quotecount,quotedtweet
446,1386061206411259918,https://twitter.com/MartiniGuyYT/status/1386061206411259918,https://twitter.com/MartiniGuyYT,2021-04-24 20:55:18+00:00,"ALERT!!! ⚠️ DO NOT SHORT #BITCOIN!!!  🚨 ⚠️

In Todays Video:
-  #BITCOIN PRICE ANALYSIS!!
-  #CRYPTO NEWS
-  #ETH #BTC &amp; #ALTCOINS PRICE ANALYSIS

WATCH ASAP!!

⬇️ LINK BELOW ⬇️
https://t.co/iVRGaSiBgN https://t.co/EPOc4vZMIe",20,163,18,,,en,"[Photo(previewUrl='https://pbs.twimg.com/media/EzxHDAyXMAE6bgV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EzxHDAyXMAE6bgV?format=jpg&name=large', type='photo')]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,
447,1386052835612274692,https://twitter.com/MartiniGuyYT/status/1386052835612274692,https://twitter.com/MartiniGuyYT,2021-04-24 20:22:02+00:00,POSTING TODAYS #BITCOIN &amp; #CRYPTO NEWS &amp; ANALYSIS IN 20 MINS!!!!!!,8,238,21,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,
448,1386047479515340805,https://twitter.com/MartiniGuyYT/status/1386047479515340805,https://twitter.com/MartiniGuyYT,2021-04-24 20:00:45+00:00,Do you want a #Bitcoin news video tonight?,9,573,104,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,
449,1385942552755441664,https://twitter.com/MartiniGuyYT/status/1385942552755441664,https://twitter.com/MartiniGuyYT,2021-04-24 13:03:48+00:00,"If you are shorting #Bitcoin or #Ethereum now

I kind of expect you to get liquidated come Monday, just a word of warning ⚠️",105,1548,131,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7,
450,1385670927594233858,https://twitter.com/MartiniGuyYT/status/1385670927594233858,https://twitter.com/MartiniGuyYT,2021-04-23 19:04:28+00:00,@CryptoMobsterYT I have not heard of it but i will take a look 👀,1,12,5,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
451,1385652371980791814,https://twitter.com/MartiniGuyYT/status/1385652371980791814,https://twitter.com/MartiniGuyYT,2021-04-23 17:50:44+00:00,"SAVE ME FROM THE ABYSS @relitefinance 

The project looks amazing, lets moon!! https://t.co/9U4TFxXJxl",2,46,11,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,https://twitter.com/relitefinance/status/1385650994101596163
452,1385642532655308810,https://twitter.com/MartiniGuyYT/status/1385642532655308810,https://twitter.com/MartiniGuyYT,2021-04-23 17:11:38+00:00,@JoeBGrech Add lemonade and blackcurrent squash 👍,0,5,0,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
453,1385641959759429632,https://twitter.com/MartiniGuyYT/status/1385641959759429632,https://twitter.com/MartiniGuyYT,2021-04-23 17:09:21+00:00,"Remember, stay calm in the face of adversity.

No good comes from negativity, think positive, act positive!

#Ethereum is the same price as it was 2 days ago, onwards and upwards 👍",34,492,30,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
454,1385637708949856257,https://twitter.com/MartiniGuyYT/status/1385637708949856257,https://twitter.com/MartiniGuyYT,2021-04-23 16:52:28+00:00,"RIGHT NOW on Derivatives platforms the bears are out in force

From my own analysis it looks like the bearish pressure is running low and Bears are about to experience some chop 🔪",2,219,22,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,
455,1385634050816319490,https://twitter.com/MartiniGuyYT/status/1385634050816319490,https://twitter.com/MartiniGuyYT,2021-04-23 16:37:56+00:00,@QuintenFrancois scum,1,15,2,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,
456,1385633736939687938,https://twitter.com/MartiniGuyYT/status/1385633736939687938,https://twitter.com/MartiniGuyYT,2021-04-23 16:36:41+00:00,@rajatpattu Satoshi,0,22,0,,,hi,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,
